Source,Material,Total_waste,Latitude,Longitude
Mine and Quarry Wastes,Sand & Gravel,3362,54.582294,-7.007065
Mine and Quarry Wastes,Sand & Gravel,3362,54.57724,-7.037576
Mine and Quarry Wastes,Sand & Gravel,3362,54.702562,-6.856917
Mine and Quarry Wastes,Sand & Gravel,3362,57.514247,-4.146025
Mine and Quarry Wastes,Sand & Gravel,3362,57.448377,-4.277084
Mine and Quarry Wastes,Sand & Gravel,3362,57.725118,-4.172775
Mine and Quarry Wastes,Sand & Gravel,3362,58.540858,-3.907327
Mine and Quarry Wastes,Sand & Gravel,3362,57.397908,-4.144876
Mine and Quarry Wastes,Sand & Gravel,3362,56.856266,-4.98145
Mine and Quarry Wastes,Sand & Gravel,3362,51.492831,-0.451491
Mine and Quarry Wastes,Sand & Gravel,3362,50.68624,-1.280844
Mine and Quarry Wastes,Sand & Gravel,3362,53.800364,-2.741793
Mine and Quarry Wastes,Sand & Gravel,3362,52.676434,-0.357152
Mine and Quarry Wastes,Sand & Gravel,3362,53.139058,-0.152913
Mine and Quarry Wastes,Sand & Gravel,3362,54.898778,-7.162178
Mine and Quarry Wastes,Sand & Gravel,3362,54.899709,-7.166835
Mine and Quarry Wastes,Sand & Gravel,3362,54.89133,-6.90363
Mine and Quarry Wastes,Sand & Gravel,3362,54.751017,-6.472551
Mine and Quarry Wastes,Sand & Gravel,3362,54.718739,-6.820149
Mine and Quarry Wastes,Sand & Gravel,3362,54.751269,-6.481861
Mine and Quarry Wastes,Sand & Gravel,3362,55.001799,-7.25692
Mine and Quarry Wastes,Sand & Gravel,3362,51.543441,-2.758442
Mine and Quarry Wastes,Sand & Gravel,3362,57.608975,-3.377357
Mine and Quarry Wastes,Sand & Gravel,3362,57.690054,-3.260663
Mine and Quarry Wastes,Sand & Gravel,3362,57.616573,-3.339141
Mine and Quarry Wastes,Sand & Gravel,3362,57.409426,-3.175849
Mine and Quarry Wastes,Sand & Gravel,3362,52.573905,0.874957
Mine and Quarry Wastes,Sand & Gravel,3362,52.884735,0.503789
Mine and Quarry Wastes,Sand & Gravel,3362,55.662757,-5.158156
Mine and Quarry Wastes,Sand & Gravel,3362,54.187512,-1.546446
Mine and Quarry Wastes,Sand & Gravel,3362,57.559174,-7.325326
Mine and Quarry Wastes,Sand & Gravel,3362,58.173165,-7.048338
Mine and Quarry Wastes,Sand & Gravel,3362,51.64209,-1.949373
Mine and Quarry Wastes,Sand & Gravel,3362,53.06705,-2.952092
Mine and Quarry Wastes,Sand & Gravel,3362,52.076159,-2.218817
Mine and Quarry Wastes,Sand & Gravel,3362,52.614835,-0.136947
Mine and Quarry Wastes,Sand & Gravel,3362,54.899696,-4.967052
Mine and Quarry Wastes,Sand & Gravel,3362,54.826982,-4.947854
Mine and Quarry Wastes,Sand & Gravel,3362,56.139294,-5.48932
Mine and Quarry Wastes,Sand & Gravel,3362,55.459355,-5.702808
Mine and Quarry Wastes,Sand & Gravel,3362,56.447504,-5.689224
Mine and Quarry Wastes,Sand & Gravel,3362,57.65465,-2.216562
Mine and Quarry Wastes,Sand & Gravel,3362,57.659841,-2.080512
Mine and Quarry Wastes,Sand & Gravel,3362,53.479757,-0.978791
Mine and Quarry Wastes,Sand & Gravel,3362,51.838902,0.792449
Mine and Quarry Wastes,Sand & Gravel,3362,52.844706,0.715121
Mine and Quarry Wastes,Sand & Gravel,3362,53.485876,-2.473315
Mine and Quarry Wastes,Sand & Gravel,3362,57.416772,-2.203334
Mine and Quarry Wastes,Sand & Gravel,3362,52.914509,-1.858832
Mine and Quarry Wastes,Sand & Gravel,3362,51.415064,-1.237764
Mine and Quarry Wastes,Sand & Gravel,3362,55.572643,-2.072924
Mine and Quarry Wastes,Sand & Gravel,3362,53.022565,-4.299042
Mine and Quarry Wastes,Sand & Gravel,3362,52.093466,1.084143
Mine and Quarry Wastes,Sand & Gravel,3362,52.743504,1.318964
Mine and Quarry Wastes,Sand & Gravel,3362,54.385631,-1.637885
Mine and Quarry Wastes,Sand & Gravel,3362,51.429828,-1.088999
Mine and Quarry Wastes,Sand & Gravel,3362,54.478935,-7.214213
Mine and Quarry Wastes,Sand & Gravel,3362,54.737483,-7.452337
Mine and Quarry Wastes,Sand & Gravel,3362,54.742956,-7.441006
Mine and Quarry Wastes,Sand & Gravel,3362,54.738471,-7.44231
Mine and Quarry Wastes,Sand & Gravel,3362,54.841341,-7.378944
Mine and Quarry Wastes,Sand & Gravel,3362,54.781332,-6.73766
Mine and Quarry Wastes,Sand & Gravel,3362,54.78805,-6.735679
Mine and Quarry Wastes,Sand & Gravel,3362,54.629519,-6.987333
Mine and Quarry Wastes,Sand & Gravel,3362,54.867532,-7.299031
Mine and Quarry Wastes,Sand & Gravel,3362,54.679229,-7.105393
Mine and Quarry Wastes,Sand & Gravel,3362,54.067082,-5.984886
Mine and Quarry Wastes,Sand & Gravel,3362,54.047341,-6.040887
Mine and Quarry Wastes,Sand & Gravel,3362,54.066563,-5.983384
Mine and Quarry Wastes,Sand & Gravel,3362,54.037737,-6.030501
Mine and Quarry Wastes,Sand & Gravel,3362,56.303562,-3.127593
Mine and Quarry Wastes,Sand & Gravel,3362,57.603293,-2.44742
Mine and Quarry Wastes,Sand & Gravel,3362,57.618662,-7.460877
Mine and Quarry Wastes,Sand & Gravel,3362,52.482668,0.136767
Mine and Quarry Wastes,Sand & Gravel,3362,52.439882,-1.05434
Mine and Quarry Wastes,Sand & Gravel,3362,55.868476,-2.754441
Mine and Quarry Wastes,Sand & Gravel,3362,57.451095,-3.241012
Mine and Quarry Wastes,Sand & Gravel,3362,52.459273,-0.473473
Mine and Quarry Wastes,Sand & Gravel,3362,56.302747,-3.134162
Mine and Quarry Wastes,Sand & Gravel,3362,52.861283,1.08196
Mine and Quarry Wastes,Sand & Gravel,3362,50.817351,-1.341221
Mine and Quarry Wastes,Sand & Gravel,3362,57.589112,-3.630279
Mine and Quarry Wastes,Sand & Gravel,3362,53.105729,-1.203815
Mine and Quarry Wastes,Sand & Gravel,3362,51.517788,0.215261
Mine and Quarry Wastes,Sand & Gravel,3362,55.913062,-2.393836
Mine and Quarry Wastes,Sand & Gravel,3362,51.369357,-1.106432
Mine and Quarry Wastes,Sand & Gravel,3362,51.743841,0.736237
Mine and Quarry Wastes,Sand & Gravel,3362,56.795897,-2.635657
Mine and Quarry Wastes,Sand & Gravel,3362,53.101108,-2.975696
Mine and Quarry Wastes,Sand & Gravel,3362,52.056983,-4.719214
Mine and Quarry Wastes,Sand & Gravel,3362,51.666683,-1.953684
Mine and Quarry Wastes,Sand & Gravel,3362,50.779626,-2.061931
Mine and Quarry Wastes,Sand & Gravel,3362,51.517741,-0.564724
Mine and Quarry Wastes,Sand & Gravel,3362,52.786054,-1.697112
Mine and Quarry Wastes,Sand & Gravel,3362,51.437975,-0.482194
Mine and Quarry Wastes,Sand & Gravel,3362,54.979559,-3.314011
Mine and Quarry Wastes,Sand & Gravel,3362,54.982241,-3.311989
Mine and Quarry Wastes,Sand & Gravel,3362,52.412494,0.063087
Mine and Quarry Wastes,Sand & Gravel,3362,55.653575,-3.757046
Mine and Quarry Wastes,Sand & Gravel,3362,51.481056,-0.016021
Mine and Quarry Wastes,Sand & Gravel,3362,52.043595,-0.867924
Mine and Quarry Wastes,Sand & Gravel,3362,57.690553,-3.202053
Mine and Quarry Wastes,Sand & Gravel,3362,57.063545,-2.383767
Mine and Quarry Wastes,Sand & Gravel,3362,57.215817,-3.814502
Mine and Quarry Wastes,Sand & Gravel,3362,54.202318,-0.609526
Mine and Quarry Wastes,Sand & Gravel,3362,51.53328,-0.019951
Mine and Quarry Wastes,Sand & Gravel,3362,51.391956,-1.224134
Mine and Quarry Wastes,Sand & Gravel,3362,52.435405,0.094758
Mine and Quarry Wastes,Sand & Gravel,3362,57.880357,-4.07461
Mine and Quarry Wastes,Sand & Gravel,3362,50.913977,-3.336861
Mine and Quarry Wastes,Sand & Gravel,3362,57.378099,-2.138596
Mine and Quarry Wastes,Sand & Gravel,3362,53.124358,-0.155786
Mine and Quarry Wastes,Sand & Gravel,3362,56.501079,-5.40019
Mine and Quarry Wastes,Sand & Gravel,3362,55.880378,-5.032443
Mine and Quarry Wastes,Sand & Gravel,3362,51.656437,-1.890812
Mine and Quarry Wastes,Sand & Gravel,3362,52.734214,1.331148
Mine and Quarry Wastes,Sand & Gravel,3362,52.571502,0.877604
Mine and Quarry Wastes,Sand & Gravel,3362,53.145472,-0.7979
Mine and Quarry Wastes,Sand & Gravel,3362,55.809366,-3.067944
Mine and Quarry Wastes,Sand & Gravel,3362,52.318629,0.483146
Mine and Quarry Wastes,Sand & Gravel,3362,52.19101,-3.963552
Mine and Quarry Wastes,Sand & Gravel,3362,51.182439,0.831784
Mine and Quarry Wastes,Sand & Gravel,3362,58.544526,-3.905292
Mine and Quarry Wastes,Sand & Gravel,3362,54.892043,-7.111824
Mine and Quarry Wastes,Sand & Gravel,3362,51.785341,-0.252655
Mine and Quarry Wastes,Sand & Gravel,3362,57.213968,-2.720679
Mine and Quarry Wastes,Sand & Gravel,3362,51.492475,0.023586
Mine and Quarry Wastes,Sand & Gravel,3362,55.701783,-3.67049
Mine and Quarry Wastes,Sand & Gravel,3362,50.655864,-1.234624
Mine and Quarry Wastes,Sand & Gravel,3362,55.596298,-4.143105
Mine and Quarry Wastes,Sand & Gravel,3362,52.402912,-4.049983
Mine and Quarry Wastes,Sand & Gravel,3362,58.499036,-6.228799
Mine and Quarry Wastes,Sand & Gravel,3362,51.600238,-0.528049
Mine and Quarry Wastes,Sand & Gravel,3362,52.394143,-2.775444
Mine and Quarry Wastes,Sand & Gravel,3362,55.059298,-2.158715
Mine and Quarry Wastes,Sand & Gravel,3362,53.008722,-2.074848
Mine and Quarry Wastes,Sand & Gravel,3362,51.42253,0.583067
Mine and Quarry Wastes,Sand & Gravel,3362,58.534576,-3.909906
Mine and Quarry Wastes,Sand & Gravel,3362,51.849643,0.986618
Mine and Quarry Wastes,Sand & Gravel,3362,53.477261,-2.43427
Mine and Quarry Wastes,Sand & Gravel,3362,54.649176,-3.571536
Mine and Quarry Wastes,Sand & Gravel,3362,51.493577,-0.443326
Mine and Quarry Wastes,Sand & Gravel,3362,52.140531,1.076213
Mine and Quarry Wastes,Sand & Gravel,3362,52.557129,-0.184312
Mine and Quarry Wastes,Sand & Gravel,3362,52.122372,-2.724049
Mine and Quarry Wastes,Sand & Gravel,3362,56.30351,-3.665872
Mine and Quarry Wastes,Sand & Gravel,3362,57.549211,-7.294827
Mine and Quarry Wastes,Sand & Gravel,3362,54.069019,-5.979827
Mine and Quarry Wastes,Sand & Gravel,3362,54.878525,-6.954066
Mine and Quarry Wastes,Sand & Gravel,3362,54.78374,-6.740228
Mine and Quarry Wastes,Sand & Gravel,3362,54.6227,-7.165077
Mine and Quarry Wastes,Sand & Gravel,3362,54.063363,-5.982775
Mine and Quarry Wastes,Sand & Gravel,3362,54.619051,-7.072271
Mine and Quarry Wastes,Sand & Gravel,3362,54.98918,-6.368993
Mine and Quarry Wastes,Sand & Gravel,3362,54.509097,-6.43566
Mine and Quarry Wastes,Sand & Gravel,3362,54.65724,-7.178004
Mine and Quarry Wastes,Sand & Gravel,3362,54.06861,-5.976868
Mine and Quarry Wastes,Sand & Gravel,3362,54.726863,-6.819447
Mine and Quarry Wastes,Sand & Gravel,3362,54.043271,-6.044743
Mine and Quarry Wastes,Sand & Gravel,3362,54.740435,-7.44958
Mine and Quarry Wastes,Sand & Gravel,3362,52.279044,-0.238578
Mine and Quarry Wastes,Sand & Gravel,3362,55.69795,-3.519403
Mine and Quarry Wastes,Sand & Gravel,3362,55.70578,-3.670661
Mine and Quarry Wastes,Sand & Gravel,3362,55.70578,-3.670661
Mine and Quarry Wastes,Sand & Gravel,3362,51.542085,-0.630436
Mine and Quarry Wastes,Sand & Gravel,3362,52.063908,-0.286371
Mine and Quarry Wastes,Sand & Gravel,3362,52.183695,-0.300201
Mine and Quarry Wastes,Sand & Gravel,3362,52.251291,-0.761054
Mine and Quarry Wastes,Sand & Gravel,3362,52.715201,0.862921
Mine and Quarry Wastes,Sand & Gravel,3362,51.642386,-1.247038
Mine and Quarry Wastes,Sand & Gravel,3362,50.784344,-1.810364
Mine and Quarry Wastes,Sand & Gravel,3362,50.876759,-1.820863
Mine and Quarry Wastes,Sand & Gravel,3362,57.22081,-2.139246
Mine and Quarry Wastes,Sand & Gravel,3362,51.499983,0.021037
Mine and Quarry Wastes,Sand & Gravel,3362,51.666945,-1.879002
Mine and Quarry Wastes,Sand & Gravel,3362,52.603464,0.454703
Mine and Quarry Wastes,Sand & Gravel,3362,52.116226,-2.721978
Mine and Quarry Wastes,Sand & Gravel,3362,52.293794,0.479601
Mine and Quarry Wastes,Sand & Gravel,3362,55.516974,-3.753962
Mine and Quarry Wastes,Sand & Gravel,3362,50.823146,-0.772894
Mine and Quarry Wastes,Sand & Gravel,3362,51.88293,0.792199
Mine and Quarry Wastes,Sand & Gravel,3362,57.55645,-3.95987
Mine and Quarry Wastes,Sand & Gravel,3362,51.926388,0.948073
Mine and Quarry Wastes,Sand & Gravel,3362,51.479848,-0.536392
Mine and Quarry Wastes,Sand & Gravel,3362,56.410783,-2.950008
Mine and Quarry Wastes,Sand & Gravel,3362,56.396848,-2.918912
Mine and Quarry Wastes,Sand & Gravel,3362,56.398488,-2.91947
Mine and Quarry Wastes,Sand & Gravel,3362,53.404695,-1.015712
Mine and Quarry Wastes,Sand & Gravel,3362,51.002507,-1.527082
Mine and Quarry Wastes,Sand & Gravel,3362,51.664529,-1.964746
Mine and Quarry Wastes,Sand & Gravel,3362,50.738977,-1.610871
Mine and Quarry Wastes,Sand & Gravel,3362,51.857874,1.044392
Mine and Quarry Wastes,Sand & Gravel,3362,51.824798,1.010374
Mine and Quarry Wastes,Sand & Gravel,3362,57.464464,-4.497532
Mine and Quarry Wastes,Sand & Gravel,3362,57.457449,-7.314493
Mine and Quarry Wastes,Sand & Gravel,3362,54.652954,-6.949102
Mine and Quarry Wastes,Sand & Gravel,3362,54.65545,-6.96244
Mine and Quarry Wastes,Sand & Gravel,3362,52.647805,-0.32801
Mine and Quarry Wastes,Sand & Gravel,3362,53.135823,-0.790471
Mine and Quarry Wastes,Sand & Gravel,3362,53.152859,-0.777281
Mine and Quarry Wastes,Sand & Gravel,3362,52.732169,-1.007007
Mine and Quarry Wastes,Sand & Gravel,3362,52.603691,-1.347316
Mine and Quarry Wastes,Sand & Gravel,3362,52.638559,-1.768027
Mine and Quarry Wastes,Sand & Gravel,3362,50.942683,-3.311423
Mine and Quarry Wastes,Sand & Gravel,3362,50.707097,-2.34585
Mine and Quarry Wastes,Sand & Gravel,3362,52.681123,0.398248
Mine and Quarry Wastes,Sand & Gravel,3362,54.010251,-0.299432
Mine and Quarry Wastes,Sand & Gravel,3362,51.403902,-0.468945
Mine and Quarry Wastes,Sand & Gravel,3362,53.237748,-3.316533
Mine and Quarry Wastes,Sand & Gravel,3362,53.465375,-0.978835
Mine and Quarry Wastes,Sand & Gravel,3362,50.769356,-1.829143
Mine and Quarry Wastes,Sand & Gravel,3362,52.887727,-2.855193
Mine and Quarry Wastes,Sand & Gravel,3362,50.898561,-1.817722
Mine and Quarry Wastes,Sand & Gravel,3362,54.819337,-3.349268
Mine and Quarry Wastes,Sand & Gravel,3362,53.678202,-1.64337
Mine and Quarry Wastes,Sand & Gravel,3362,52.704169,-0.317938
Mine and Quarry Wastes,Sand & Gravel,3362,54.402453,-4.367801
Mine and Quarry Wastes,Sand & Gravel,3362,50.939494,0.965971
Mine and Quarry Wastes,Sand & Gravel,3362,53.711249,-2.672727
Mine and Quarry Wastes,Sand & Gravel,3362,51.862927,0.292746
Mine and Quarry Wastes,Sand & Gravel,3362,54.750383,-6.836312
Mine and Quarry Wastes,Sand & Gravel,3362,53.187371,-0.667644
Mine and Quarry Wastes,Sand & Gravel,3362,57.561381,-3.250445
Mine and Quarry Wastes,Sand & Gravel,3362,52.928265,1.228023
Mine and Quarry Wastes,Sand & Gravel,3362,52.451399,1.407053
Mine and Quarry Wastes,Sand & Gravel,3362,52.483484,1.503231
Mine and Quarry Wastes,Sand & Gravel,3362,52.578779,1.666451
Mine and Quarry Wastes,Sand & Gravel,3362,53.566429,-0.415291
Mine and Quarry Wastes,Sand & Gravel,3362,53.9099,-0.278041
Mine and Quarry Wastes,Sand & Gravel,3362,51.763777,-1.451434
Mine and Quarry Wastes,Sand & Gravel,3362,51.492308,-0.577046
Mine and Quarry Wastes,Sand & Gravel,3362,50.938708,0.851323
Mine and Quarry Wastes,Sand & Gravel,3362,52.419324,-1.666839
Mine and Quarry Wastes,Sand & Gravel,3362,51.316393,-0.853268
Mine and Quarry Wastes,Sand & Gravel,3362,51.318876,-0.854282
Mine and Quarry Wastes,Sand & Gravel,3362,56.298518,-3.128979
Mine and Quarry Wastes,Sand & Gravel,3362,52.817368,-1.154786
Mine and Quarry Wastes,Sand & Gravel,3362,56.413058,-3.521534
Mine and Quarry Wastes,Sand & Gravel,3362,53.149838,-0.683685
Mine and Quarry Wastes,Sand & Gravel,3362,55.813177,-3.03741
Mine and Quarry Wastes,Sand & Gravel,3362,52.838734,-1.592458
Mine and Quarry Wastes,Sand & Gravel,3362,56.207616,-3.468647
Mine and Quarry Wastes,Sand & Gravel,3362,56.636019,-2.636014
Mine and Quarry Wastes,Sand & Gravel,3362,56.207071,-3.21681
Mine and Quarry Wastes,Sand & Gravel,3362,56.639652,-3.032191
Mine and Quarry Wastes,Sand & Gravel,3362,52.299456,0.173109
Mine and Quarry Wastes,Sand & Gravel,3362,57.873587,-4.09024
Mine and Quarry Wastes,Sand & Gravel,3362,57.708111,-4.228493
Mine and Quarry Wastes,Sand & Gravel,3362,50.773781,-2.061001
Mine and Quarry Wastes,Sand & Gravel,3362,51.664126,-1.81937
Mine and Quarry Wastes,Sand & Gravel,3362,52.727607,0.905578
Mine and Quarry Wastes,Sand & Gravel,3362,52.69106,0.486326
Mine and Quarry Wastes,Sand & Gravel,3362,53.444708,-0.982869
Mine and Quarry Wastes,Sand & Gravel,3362,52.712373,1.338664
Mine and Quarry Wastes,Sand & Gravel,3362,51.716652,-0.26855
Mine and Quarry Wastes,Sand & Gravel,3362,53.708283,-0.134662
Mine and Quarry Wastes,Sand & Gravel,3362,51.50883,0.213385
Mine and Quarry Wastes,Sand & Gravel,3362,55.522779,-4.143144
Mine and Quarry Wastes,Sand & Gravel,3362,52.63927,-2.761094
Mine and Quarry Wastes,Sand & Gravel,3362,52.740642,-2.03555
Mine and Quarry Wastes,Sand & Gravel,3362,51.844555,0.148951
Mine and Quarry Wastes,Sand & Gravel,3362,51.509258,0.221692
Mine and Quarry Wastes,Sand & Gravel,3362,51.909549,0.980996
Mine and Quarry Wastes,Sand & Gravel,3362,54.876204,-4.84044
Mine and Quarry Wastes,Sand & Gravel,3362,54.711024,-1.821788
Mine and Quarry Wastes,Sand & Gravel,3362,51.881911,0.322047
Mine and Quarry Wastes,Sand & Gravel,3362,51.481468,-0.507897
Mine and Quarry Wastes,Sand & Gravel,3362,56.640033,-2.864262
Mine and Quarry Wastes,Sand & Gravel,3362,56.289196,-3.106571
Mine and Quarry Wastes,Sand & Gravel,3362,52.715138,0.858104
Mine and Quarry Wastes,Sand & Gravel,3362,52.714509,0.807272
Mine and Quarry Wastes,Sand & Gravel,3362,52.714509,0.807272
Mine and Quarry Wastes,Sand & Gravel,3362,52.863946,1.081554
Mine and Quarry Wastes,Sand & Gravel,3362,52.571578,0.883705
Mine and Quarry Wastes,Sand & Gravel,3362,52.371422,0.051624
Mine and Quarry Wastes,Sand & Gravel,3362,52.369396,0.051824
Mine and Quarry Wastes,Sand & Gravel,3362,52.118808,-2.224503
Mine and Quarry Wastes,Sand & Gravel,3362,55.942626,-4.378074
Mine and Quarry Wastes,Sand & Gravel,3362,52.449194,-1.043988
Mine and Quarry Wastes,Sand & Gravel,3362,52.433421,-1.061465
Mine and Quarry Wastes,Sand & Gravel,3362,55.122261,-3.579715
Mine and Quarry Wastes,Sand & Gravel,3362,52.851119,-1.283991
Mine and Quarry Wastes,Sand & Gravel,3362,52.577901,1.269966
Mine and Quarry Wastes,Sand & Gravel,3362,54.242639,-1.684097
Mine and Quarry Wastes,Sand & Gravel,3362,54.221548,-1.551518
Mine and Quarry Wastes,Sand & Gravel,3362,54.394574,-1.623252
Mine and Quarry Wastes,Sand & Gravel,3362,52.319325,0.588914
Mine and Quarry Wastes,Sand & Gravel,3362,51.708169,0.526935
Mine and Quarry Wastes,Sand & Gravel,3362,52.137653,1.101959
Mine and Quarry Wastes,Sand & Gravel,3362,51.555179,-0.258172
Mine and Quarry Wastes,Sand & Gravel,3362,51.58573,0.110298
Mine and Quarry Wastes,Sand & Gravel,3362,51.641332,-1.587161
Mine and Quarry Wastes,Sand & Gravel,3362,53.458499,-1.010854
Mine and Quarry Wastes,Sand & Gravel,3362,52.353359,1.599638
Mine and Quarry Wastes,Sand & Gravel,3362,52.4996,0.565165
Mine and Quarry Wastes,Sand & Gravel,3362,52.68121,-2.110599
